Active Date,COUNTY,LEGAL NAME,INSTITUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE DESCRIPTION,GRADE ORGANIZATION DESCRIPTION,MAILING ADDRESS,MAIL CITY,STATE,ZIP
7/1/03,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,549 AUDUBON AVE,NEW YORK,NY,10040
7/1/80,NEW YORK,OUR LADY QUEEN OF MARTYRS SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,71 ARDEN ST,NEW YORK,NY,10040
7/1/09,NEW YORK,THE EQUITY PROJECT CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Middle School,549 AUDUBON AVE-TRAILER 30,NEW YORK,NY,10040
7/1/14,NEW YORK,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,701 FORT WASHINGTON AVE,NEW YORK,NY,10040
7/1/85,NEW YORK,PS/IS 217 ROOSEVELT ISLAND,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,645 MAIN ST,ROOSEVELT ISLAND,NY,10044
7/1/80,NEW YORK,CHILD SCHOOL (THE),NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,587 MAIN ST,ROOSEVELT ISLAND,NY,10044
7/1/10,NEW YORK,EAST SIDE ELEMENTRAY SCHOOL-PS 267,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,213 E 63RD ST,NEW YORK,NY,10065
7/1/80,NEW YORK,DOMINICAN ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,44 E 68TH ST,NEW YORK,NY,10065
7/1/80,NEW YORK,SAINT VINCENT FERRER HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,151 E 65TH ST,NEW YORK,NY,10065
7/1/80,NEW YORK,RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Elementary,164 E 68TH ST,NEW YORK,NY,10065
7/1/80,NEW YORK,BROWNING SCHOOL (THE),NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,52 E 62ND ST,NEW YORK,NY,10065
7/1/14,NEW YORK,YORKVILLE EAST MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior High School,1458 YORK AVE,NEW YORK,NY,10075
7/1/80,NEW YORK,RAMAZ SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,60 E 78TH ST,NEW YORK,NY,10075
7/1/80,NEW YORK,RUDOLF STEINER SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,15 E 79TH ST,NEW YORK,NY,10075
7/1/80,NEW YORK,ALLEN-STEVENSON SCHOOL (THE),NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,132 E 78TH ST,NEW YORK,NY,10075
7/1/80,NEW YORK,CAEDMON SCHOOL (THE),NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,416 E 80TH ST,NEW YORK,NY,10075
7/1/80,NEW YORK,ALL SOULS SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,1157 LEXINGTON AVE,NEW YORK,NY,10075
7/1/91,NEW YORK,BIRCH WATHEN LENOX SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,210 E 77TH ST,NEW YORK,NY,10075
7/1/96,NEW YORK,GENEVA SCHOOL OF MANHATTAN,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,PO BOX 1533,NEW YORK,NY,10101
7/1/06,NEW YORK,BUREAU FOR HUNTER COLL CAMPUS SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Other,71 E 94TH ST,NEW YORK,NY,10128
7/1/99,NEW YORK,PS 77 LOWER LAB SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1700 3RD AVE,NEW YORK,NY,10128
7/1/80,NEW YORK,YORKVILLE COMMUNITY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,421 E 88TH ST,NEW YORK,NY,10128
7/1/80,NEW YORK,PS 198 ISADOR E IDA STRAUS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1700 3RD AVE,NEW YORK,NY,10128
7/1/12,NEW YORK,PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,323 E 91ST ST,NEW YORK,NY,10128
7/1/03,NEW YORK,LIFE SCIENCES SECONDARY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,320 E 96TH ST,NEW YORK,NY,10128
7/1/80,NEW YORK,SAINT JOSEPH'S SCHOOL-YORKVILLE,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,420 E 87TH ST,NEW YORK,NY,10128
7/1/80,NEW YORK,CONVENT OF THE SACRED HEART,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,K-12 School,1 E 91ST ST,NEW YORK,NY,10128
10/26/93,NEW YORK,GILLEN BREWER SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Special School,410 E 92ND ST,NEW YORK,NY,10128
7/1/80,NEW YORK,HUNTER COLLEGE CAMPUS SCHOOLS,NON-PUBLIC SCHOOLS,CAMPUS SCHOOLS,K-12 School,71 E 94TH ST,NEW YORK,NY,10128
7/1/15,NEW YORK,NEW YORK INTERNATIONAL SCHOOL INC,NON-PUBLIC SCHOOLS,INDEPENDENT,Other,4 E 90TH ST,NEW YORK,NY,10128
7/1/80,NEW YORK,NIGHTINGALE BAMFORD SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,20 E 92ND ST,NEW YORK,NY,10128
7/1/91,NEW YORK,SAINT DAVIDS SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,12 E 89TH ST,NEW YORK,NY,10128
7/1/80,NEW YORK,SPENCE SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,22 E 91ST ST,NEW YORK,NY,10128
7/1/80,NEW YORK,MANHATTAN COUNTRY SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,7 E 96TH ST,NEW YORK,NY,10128
7/1/80,NEW YORK,DALTON SCHOOL (THE),NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,108 E 89TH ST,NEW YORK,NY,10128
7/1/80,NEW YORK,LA SCUOLA D'ITALIA-G MARCONI,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,12 E 96TH ST,NEW YORK,NY,10128
7/1/98,NEW YORK,PS 89,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,201 WARREN ST,NEW YORK,NY,10282
7/1/98,NEW YORK,IS 289,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,201 WARREN ST,NEW YORK,NY,10282
7/1/03,NEW YORK,STUYVESANT HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,345 CHAMBERS ST,NEW YORK,NY,10282
7/1/03,RICHMOND,PS 373,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,91 HENDERSON AVE,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,NEW YORK CITY GEOGRAPHIC DISTRICT #31,SCHOOL DISTRICTS,CITY,NA,715 OCEAN TERR-RM 129,STATEN ISLAND,NY,10301
7/1/14,RICHMOND,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,80 MONROE AVE,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,PS 16 JOHN J DRISCOLL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,80 MONROE AVE,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,PS 31 WILLIAM T DAVIS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,55 LAYTON AVE,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,PS 35 CLOVE VALLEY SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,60 FOOTE AVE,STATEN ISLAND,NY,10301
7/1/13,RICHMOND,HARBOR VIEW SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,300 RICHMOND TERR,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,IS 61 WILLIAM A MORRIS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,445 CASTLETON AVE,STATEN ISLAND,NY,10301
7/1/08,RICHMOND,PS 65 ACADEMY OF INNOVATIVE LEARNING (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,98 GRANT ST,STATEN ISLAND,NY,10301
7/1/10,RICHMOND,PS 74 FUTURE LEADERS ELEMENTARY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,211 DANIEL LOW TERR,STATEN ISLAND,NY,10301
7/1/99,RICHMOND,MICHAEL J PETRIDES SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,K-12 School,715 OCEAN TERR,STATEN ISLAND,NY,10301
7/1/03,RICHMOND,CURTIS HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,105 HAMILTON AVE,STATEN ISLAND,NY,10301
7/1/03,RICHMOND,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,290 ST MARKS PL,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,NOTRE DAME ACADEMY ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,78 HOWARD AVE,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,NOTRE DAME ACADEMY HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,134 HOWARD AVE,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,SAINT PETER'S HIGH SCHOOL FOR BOYS,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,200 CLINTON AVE,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,SAINT PETER'S ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,129 CLINTON AVE,STATEN ISLAND,NY,10301
7/1/99,RICHMOND,MIRAJ ISLAMIC SCHOOL,NON-PUBLIC SCHOOLS,ISLAMIC,K-12 School,307 VICTORY BLVD,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,BUILDING BLOCKS SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,55 FOREST AVE,STATEN ISLAND,NY,10301
7/1/80,RICHMOND,PS 20 PORT RICHMOND,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,161 PARK AVE,STATEN ISLAND,NY,10302
7/1/80,RICHMOND,PS 21 MARGARET EMERY-ELM PARK,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,168 HOOKER PL,STATEN ISLAND,NY,10302
7/1/80,RICHMOND,IS 51 EDWIN MARKHAM,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,20 HOUSTON ST,STATEN ISLAND,NY,10302
7/1/03,RICHMOND,PORT RICHMOND HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,85 ST JOSEPHS AVE,STATEN ISLAND,NY,10302
7/1/10,RICHMOND,NEW WORLD PREPARATORY CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Middle School,26 SHAPE AVE,STATEN ISLAND,NY,10302
7/1/80,RICHMOND,PS 22 GRANITEVILLE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1860 FOREST AVE,STATEN ISLAND,NY,10303
7/1/80,RICHMOND,PS 44 THOMAS C BROWN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,80 MAPLE PKWY,STATEN ISLAND,NY,10303
7/1/80,RICHMOND,SAINT ADALBERT SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,355 MORNINGSTAR RD,STATEN ISLAND,NY,10303
7/1/80,RICHMOND,EDEN II SCHOOL FOR AUTISTIC CHILDREN,NON-PUBLIC SCHOOLS,INDEPENDENT,Special School,150 GRANITE AVE,STATEN ISLAND,NY,10303
7/1/03,RICHMOND,RICHARD H HUNGERFORD SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Special School,155 TOMPKINS AVE,STATEN ISLAND,NY,10304
7/1/13,RICHMOND,NAPLES STREET ELEMENTARY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1055 TARGEE ST,STATEN ISLAND,NY,10304
7/1/80,RICHMOND,PS 11 THOMAS DONGAN SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,50 JEFFERSON ST,STATEN ISLAND,NY,10304
7/1/14,RICHMOND,EAGLE ACADEMY OF STATEN ISLAND (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior High School,101 WARREN ST,STATEN ISLAND,NY,10304
7/1/80,RICHMOND,PS 48 WILLIAM G WILCOX,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1050 TARGEE ST,STATEN ISLAND,NY,10304
7/1/80,RICHMOND,IS 49 BERTA A DREYFUS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,101 WARREN ST,STATEN ISLAND,NY,10304
7/1/80,RICHMOND,PS 57 HUBERT H HUMPHREY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,140 PALMA DR,STATEN ISLAND,NY,10304
7/1/12,RICHMOND,PS 78,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,100 TOMPKINS AVE,STATEN ISLAND,NY,10304
7/1/93,RICHMOND,CONCORD HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,109 RHINE AVE,STATEN ISLAND,NY,10304
7/1/80,RICHMOND,SAINT ANN SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,125 CROMWELL AVE,STATEN ISLAND,NY,10304
7/1/80,RICHMOND,OUR LADY OF GOOD COUNSEL SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,42 AUSTIN PL,STATEN ISLAND,NY,10304
7/1/80,RICHMOND,STATEN ISLAND ACADEMY,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,715 TODT HILL RD,STATEN ISLAND,NY,10304
7/1/80,RICHMOND,PS 13 M L LINDEMEYER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,191 VERMONT AVE,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,PS 39 FRANCIS J MURPHY JR,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,71 SAND LN,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,PS 46 ALBERT V MANISCALCO,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,41 REID AVE,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,PS 52 JOHN C THOMPSON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,450 BUEL AVE,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,ACADEMY OF SAINT DOROTHY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,1305 HYLAN BLVD,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,HOLY ROSARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,100 JEROME AVE,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,SAINT JOHN VILLA ACADEMY HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,25 LANDIS AVE,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,SAINT JOHN VILLA ACADEMY ELEMENTARY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,57 CLEVELAND PL,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,SAINT JOSEPH HILL ACADEMY HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,850 HYLAN BLVD,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,SAINT JOSEPH HILL ACADEMY ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,850 HYLAN BLVD,STATEN ISLAND,NY,10305
7/1/06,RICHMOND,MOTHER FRANCISKA ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Special School,850 HYLAN BLVD,STATEN ISLAND,NY,10305
7/1/05,RICHMOND,SMILES AROUND US ACADEMY,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,351 SAND LN,STATEN ISLAND,NY,10305
7/1/94,RICHMOND,GELLER HOUSE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL SPECIAL ACT,Junior Senior School,77 CHICAGO AVE,STATEN ISLAND,NY,10305
7/1/80,RICHMOND,IS 2 GEORGE L EGBERT,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,333 MIDLAND AVE,STATEN ISLAND,NY,10306
7/1/03,RICHMOND,PS 23 RICHMONDTOWN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,30 NATICK ST,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,PS 38 GEORGE CROMWELL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,421 LINCOLN AVE,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,STEPHANIE A VIERNO SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,216 CLAWSON ST,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,PS 50 FRANK HANKINSON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,200 ADELAIDE AVE,STATEN ISLAND,NY,10306
7/1/03,RICHMOND,NEW DORP HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,465 NEW DORP LN,STATEN ISLAND,NY,10306
7/1/03,RICHMOND,STATEN ISLAND TECHNICAL HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,485 CLAWSON ST,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,SAINT CHARLES SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,200 PENN AVE,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,SAINT CHRISTOPHER SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,15 LISBON PL,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,MONSIGNOR FARRELL HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,2900 AMBOY RD,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,OUR LADY QUEEN OF PEACE SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,22 STEELE AVE,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,SAINT PATRICK SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,3560 RICHMOND RD,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,YESHIVA RABBI JACOB JOSEPH FOR BOYS,NON-PUBLIC SCHOOLS,JEWISH,Elementary,3495 RICHMOND RD,STATEN ISLAND,NY,10306
7/1/99,RICHMOND,NEW DORP CHRISTIAN ACADEMY,NON-PUBLIC SCHOOLS,CHRISTIAN FUNDAMENTALIST,Elementary,259 ROSE AVE,STATEN ISLAND,NY,10306
7/1/80,RICHMOND,PS 1 TOTTENVILLE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,58 SUMMIT ST,STATEN ISLAND,NY,10307
7/1/00,RICHMOND,PS 6 CPL ALLAN F KIVLEHAN SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,555 PAGE AVE,STATEN ISLAND,NY,10307
7/1/80,RICHMOND,IS 34 TOTTENVILLE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,528 ACADEMY AVE,STATEN ISLAND,NY,10307
7/1/80,RICHMOND,OUR LADY HELP OF CHRISTIANS SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,23 SUMMIT ST,STATEN ISLAND,NY,10307
7/1/03,RICHMOND,PS 37,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,15 FAIRFIELD ST,STATEN ISLAND,NY,10308
7/1/03,RICHMOND,PS 8 SHIRLEE SOLOMON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,112 LINDENWOOD RD,STATEN ISLAND,NY,10308
7/1/80,RICHMOND,IS 24 MYRA S BARNES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,225 CLEVELAND AVE,STATEN ISLAND,NY,10308
7/1/80,RICHMOND,PS 32 GIFFORD SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,32 ELVERTON AVE,STATEN ISLAND,NY,10308
7/1/80,RICHMOND,BARBARA ESSELBORN SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,330 DURANT AVE,STATEN ISLAND,NY,10308
7/1/80,RICHMOND,SAINT CLARE SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,110 NELSON AVE,STATEN ISLAND,NY,10308
7/1/80,RICHMOND,FRANCIS SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Senior High,4240 AMBOY RD,STATEN ISLAND,NY,10308
7/1/80,RICHMOND,STATEN ISLAND MONTESSORI SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,4240 AMBOY RD,STATEN ISLAND,NY,10308
7/1/80,RICHMOND,SOUTH RICHMOND HIGH SCHOOL IS/PS 25,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,6581 HYLAN BLVD,STATEN ISLAND,NY,10309
7/1/03,RICHMOND,PS 3 MARGARET GIOIOSA SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,80 S GOFF AVE,STATEN ISLAND,NY,10309
7/1/98,RICHMOND,PS 56 LOUIS DESARIO SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,250 KRAMER AVE,STATEN ISLAND,NY,10309
7/1/15,RICHMOND,KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Other,644 BLOOMINGDALE RD,STATEN ISLAND,NY,10309
7/1/80,RICHMOND,SS JOSEPH & THOMAS SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,50 MAGUIRE AVE,STATEN ISLAND,NY,10309
7/1/95,RICHMOND,GATEWAY ACADEMY,NON-PUBLIC SCHOOLS,CHRISTIAN FUNDAMENTALIST,Elementary,200 BOSCOMBE AVE,STATEN ISLAND,NY,10309
7/1/80,RICHMOND,PS 18 JOHN G WHITTIER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,221 BROADWAY,STATEN ISLAND,NY,10310
7/1/80,RICHMOND,PS 19 CURTIS SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,780 POST AVE,STATEN ISLAND,NY,10310
7/1/80,RICHMOND,IS 27 ANNING S PRALL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,11 CLOVE LAKE PL,STATEN ISLAND,NY,10310
7/1/80,RICHMOND,PS 45 JOHN TYLER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,58 LAWRENCE AVE,STATEN ISLAND,NY,10310
7/1/80,RICHMOND,BLESSED SACRAMENT SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,830 DELAFIELD AVE,STATEN ISLAND,NY,10310
7/1/80,RICHMOND,MOUNT CARMEL-SAINT BENEDICTA SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,285 CLOVE RD,STATEN ISLAND,NY,10310
7/1/80,RICHMOND,SACRED HEART SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,301 N BURGHER AVE,STATEN ISLAND,NY,10310
7/1/09,RICHMOND,JOHN W LAVELLE PREPARATORY CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Junior Senior School,1 CORPORATE COMMONS-1 TELEPORT DR,STATEN ISLAND,NY,10311
7/1/15,RICHMOND,NEW VENTURES CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Other,CORPORATE COMMONS ONE AT 1 TELEPORT DR,STATEN ISLAND,NY,10311
7/1/80,RICHMOND,PS 4 MAURICE WOLLIN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,200 NEDRA LANE,STATEN ISLAND,NY,10312
7/1/80,RICHMOND,PS 5 HUGUENOT,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,348 DEISIUS ST,STATEN ISLAND,NY,10312
7/1/80,RICHMOND,IS 7 ELIAS BERNSTEIN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,1270 HUGUENOT AVE,STATEN ISLAND,NY,10312
7/1/80,RICHMOND,PS 36 J C DRUMGOOLE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,255 IONIA AVE,STATEN ISLAND,NY,10312
7/1/80,RICHMOND,PS 42 ELTINGVILLE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,380 GENESEE AVE,STATEN ISLAND,NY,10312
7/1/80,RICHMOND,PS 55 HENRY M BOEHM,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,54 OSBORNE ST,STATEN ISLAND,NY,10312
7/1/80,RICHMOND,IS 75 FRANK D PAULO,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,455 HUGUENOT AVE,STATEN ISLAND,NY,10312
7/1/03,RICHMOND,TOTTENVILLE HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,100 LUTEN AVE,STATEN ISLAND,NY,10312
7/1/80,RICHMOND,SAINT JOSEPH BY THE SEA HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,5150 HYLAN BLVD,STATEN ISLAND,NY,10312
